# mG : 1600
# mS : 2500
# mN : 450
# ngen : 10000
# acc : 0.245
# lumi : 4680
# xsecValue : 2.884e-05
# xsecPDFError : 0.158212
# xsecRSErrorNeg : 0.155548
# xsecRSErrorPos : 0.279369
# accErrorPDF : 0.0479771
# lumi_sysError : 1.045
# qcd_sysError : 1.25
# ew_sysError : 1.34
# sig_sysError : 1.04111
# ggBins : (50, 199 +/- 14.1067) (60, 63 +/- 7.93725) (70, 26 +/- 5.09902) (80, 26 +/- 5.09902) (100, 11 +/- 3.31662) 
# ewBins : (50, 6.5033 +/- 0.30933) (60, 3.07509 +/- 0.212708) (70, 2.17757 +/- 0.178996) (80, 2.207 +/- 0.180201) (100, 2.89853 +/- 0.206512) 
# qcdBins : (50, 183.803 +/- 17.7354) (60, 67.2952 +/- 10.7314) (70, 15.4101 +/- 5.1353) (80, 9.43798 +/- 4.01886) (100, 10.0959 +/- 4.15659) 
# qcdSysErrors : (50, 9.14709 +/- 0) (60, 11.1017 +/- 0) (70, 13.3356 +/- 0) (80, 3.2405 +/- 0) (100, 4.56235 +/- 0) 
# sig_ggBins : (50, 12 +/- 3.4641) (60, 22 +/- 4.69042) (70, 13 +/- 3.60555) (80, 59 +/- 7.68115) (100, 2413 +/- 49.1223) 
# sig_ffBins : (50, 0 +/- 0) (60, 1 +/- 1) (70, 1 +/- 1) (80, 3 +/- 1.73205) (100, 64 +/- 8) 
# sigBins : (50, 0.000158742 +/- 4.5825e-05) (60, 0.000277799 +/- 6.34418e-05) (70, 0.000158742 +/- 4.94966e-05) (80, 0.000740798 +/- 0.000104162) (100, 0.0310738 +/- 0.000658377) 
imax 5 number of channels
jmax 2 number of backgrounds
kmax 20 number of nuisance parameters
--------------
bin         	0	1	2	3	4
observation 	199	63	26	26	11
--------------
bin         	0 0 0	1 1 1	2 2 2	3 3 3	4 4 4
process       	 susy qcd ew	 susy qcd ew	 susy qcd ew	 susy qcd ew	 susy qcd ew
process       	 0 1 2	 0 1 2	 0 1 2	 0 1 2	 0 1 2
rate          	0.000158742 183.803 6.5033	0.000277799 67.2952 3.07509	0.000158742 15.4101 2.17757	0.000740798 9.43798 2.207	0.0310738 10.0959 2.89853
--------------
u_lumi lnN    	1.045 - - 	1.045 - - 	1.045 - - 	1.045 - - 	1.045 - - 
u_id lnN      	1.04111 - - 	1.04111 - - 	1.04111 - - 	1.04111 - - 	1.04111 - - 
u_JES lnN     	1.02 - - 	1.02 - - 	1.02 - - 	1.02 - - 	1.02 - - 
u_qcd lnN     	- 1.04977 - 	- 1.16497 - 	- 1.86538 - 	- 1.34335 - 	- 1.4519 - 
u_ew lnN      	- - 1.34	- - 1.34	- - 1.34	- - 1.34	- - 1.34
stat_susy_bin0 lnN 1.28868 - -  - - -  - - -  - - -  - - - 
stat_susy_bin1 lnN  - - - 1.22837 - -  - - -  - - -  - - - 
stat_susy_bin2 lnN  - - -  - - - 1.3118 - -  - - -  - - - 
stat_susy_bin3 lnN  - - -  - - -  - - - 1.14061 - -  - - - 
stat_susy_bin4 lnN  - - -  - - -  - - -  - - - 1.02119 - - 
stat_qcd_bin0 lnN  - 1.09649 -  - - -  - - -  - - -  - - - 
stat_qcd_bin1 lnN  - - -  - 1.15947 -  - - -  - - -  - - - 
stat_qcd_bin2 lnN  - - -  - - -  - 1.33324 -  - - -  - - - 
stat_qcd_bin3 lnN  - - -  - - -  - - -  - 1.42582 -  - - - 
stat_qcd_bin4 lnN  - - -  - - -  - - -  - - -  - 1.41171 - 
stat_ew_bin0 lnN  - - 1.04757 - - -  - - -  - - -  - - - 
stat_ew_bin1 lnN  - - -  - - 1.06917 - - -  - - -  - - - 
stat_ew_bin2 lnN  - - -  - - -  - - 1.0822 - - -  - - - 
stat_ew_bin3 lnN  - - -  - - -  - - -  - - 1.08165 - - - 
stat_ew_bin4 lnN  - - -  - - -  - - -  - - -  - - 1.07125
